"year","seq","dis_group","dis_subgroup","dis_type","dis_subtype","dis_subsubtype","event_name","country_name","iso","region","continent","location","origin","associated_dis","associated_dis2","aid_contribution  ('000 US$)","dis_mag_value","dis_mag_scale","latitude","longitude","local_time","river_basin","start_year","start_month","start_day","end_year","end_month","end_day","no_killed","no_injured","no_affected","no_homeless","total_affected","total_dam","reconstr_dam","insur_dam"
2004,311,"Natural","Hydrological","Flood","Flash flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Libungan, Alamada, Pigcawayan (North Cotabato province, Mindanao)","Heavy rains",,,,2080,"km²",,,,"Libungan",2004,6,28,2004,6,30,15,0,0,1500,1500,0,0,0
2004,435,"Natural","Meteorological","Storm","Tropical cyclone","--","Aere (Marce/20W)","Philippines","PHL","South-Eastern Asia","Asia","Pampanga, Tarlac, Bataan, Bulacan, Pangasinan, Benguet, Rizal, La Union,  Nueva Vizcaya, Nueva Ecija, Ifugao provinces (Luzon Isl)",,"Flood","Landslide / Mudslide",,,"Kph",,,,"Agno, Pampanga, Kalaklan, Camiling, Chico, Tarlac, Sinocalan",2004,8,25,2004,8,26,35,0,1058849,0,1058849,0,0,0
2004,580,"Natural","Meteorological","Storm","Tropical cyclone","--","Muifa (Unding/29W)","Philippines","PHL","South-Eastern Asia","Asia","Catanduanes Isl., Bicol peninsula, Mindoro Isl., Camarines Sur, Sorsogon",,"Landslide / Mudslide",,,215,"Kph",,,,,2004,11,14,2004,11,21,104,240,838434,0,838674,6000,0,0
2004,602,"Natural","Meteorological","Storm","Tropical cyclone","--","Merbok (Violeta)","Philippines","PHL","South-Eastern Asia","Asia","Aurora province (Luzon Isl)",,"Flood","Landslide / Mudslide",,,"Kph",,,,,2004,11,23,2004,11,28,29,14,0,2000,2014,0,0,0
2004,609,"Natural","Meteorological","Storm","Tropical cyclone","--","Winnie","Philippines","PHL","South-Eastern Asia","Asia","Isabela (Region II), Bulacan, Nueva Ecija, Aurora (Region III), Quezon, Rizal (Region IV), Camarines Sur (Region V) - Real, Infanta, General Nakar (Quezon province, East coast Luzon Isl.)",,"Flood","Landslide / Mudslide",17278,,"Kph",,,,,2004,11,29,2004,11,30,1619,1023,880000,0,881023,78200,0,0
2004,618,"Natural","Meteorological","Storm","Tropical cyclone","--","Nanmadol (Yoyong/30W)","Philippines","PHL","South-Eastern Asia","Asia","Bicol",,,,,240,"Kph",,,,,2004,11,30,2004,12,3,8,8,70480,0,70488,34000,0,0
2004,634,"Natural","Hydrological","Mass movement wet","Landslide","--",,"Philippines","PHL","South-Eastern Asia","Asia","Hubo (nearTinambac)","Heavy rains",,,,,,,,,,2004,12,13,2004,12,13,8,6,0,0,6,0,0,0
2004,673,"Natural","Biological","Epidemic","Bacterial Infectious Diseases","--","Meningococcal disease","Philippines","PHL","South-Eastern Asia","Asia","Bagio city, Mt Province, Ifugao (Luzon)",,,,,,,,,,,2004,10,1,2005,1,28,32,0,98,0,98,0,0,0
2005,120,"Natural","Meteorological","Storm","Tropical cyclone","--","Roke (Auring/02W)","Philippines","PHL","South-Eastern Asia","Asia","Leyste Isl.",,,,,120,"Kph",,,,,2005,3,15,2005,3,17,18,0,11,0,11,0,0,0
2005,284,"Natural","Hydrological","Flood","--","--",,"Philippines","PHL","South-Eastern Asia","Asia","Mindanao Isl.",,,,,,,,,,"Simuay river, Cotabato river basin",2005,5,12,2005,5,12,1,0,100,0,100,0,0,0
2005,540,"Natural","Meteorological","Storm","Tropical cyclone","--","Damrey","Philippines","PHL","South-Eastern Asia","Asia","Luzon, Muntinlupa, Pampanga, Gabaldon, Angono, Quezon, Aurora, Nueja Ecija, Rizal, Bicol, Ilpcos Norte ",,"Landslide / Mudslide","Flood",,95,"Kph",,,,,2005,9,15,2005,9,22,16,0,20000,0,20000,2000,0,0
2005,669,"Natural","Hydrological","Flood","General flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Del Pilar village (Naujan, Calapan, Victoria, Pola, Pinamalayn, Oriental Mindoro province), Palawan, Bicol","Monsoonal rains","Landslide / Mudslide","Broken Dam / Burst Bank",,4630,"Km2",,,,"Bocayao Magasawang Tubig",2005,12,5,2005,12,29,4,0,192946,0,192946,515,0,0
2006,40,"Natural","Hydrological","Flood","Flash flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Nueva Ecija, Kalinga, Cagayan, Abra, Aurora,Quezon, Isabela (Luzon)","Tropical Depression Agaton",,,,63470,"Km2","17.02","121.82",,"Tupingan, Pampanga, Cagayan",2006,1,26,2006,2,5,4,0,256641,0,256641,9600,0,0
2006,87,"Natural","Hydrological","Mass movement wet","Landslide","--",,"Philippines","PHL","South-Eastern Asia","Asia","Agos Agos (Sogod Southern Leyte municipality)","Continuous monsoon rain",,,,,,,,,,2006,2,14,2006,2,14,11,25,7500,0,7525,0,0,0
2006,96,"Natural","Hydrological","Mass movement wet","Landslide","--",,"Philippines","PHL","South-Eastern Asia","Asia","Baranguay Guinsaugon (St Bernard, Southern Leyte)",,,,5494,,,,,,,2006,2,17,2006,2,17,1126,19,5907,0,5926,2203,0,0
2006,137,"Natural","Hydrological","Flood","Flash flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Carmen","Heavy rains",,,,630,"Km2","7.17","125.57",,,2006,3,4,2006,3,6,1,0,1000,0,1000,0,0,0
2006,251,"Natural","Meteorological","Storm","Tropical cyclone","--","Chanchu (Caloy)","Philippines","PHL","South-Eastern Asia","Asia","Sogod, Macrohon (Leyte), Albay province (Bicol region, Luzon), Visayas, Tagalog, Bicol",,"Flood","Landslide / Mudslide",,185,"Kph",,,,,2006,5,11,2006,5,12,41,0,42000,0,42000,3328,0,0
2006,362,"Natural","Meteorological","Storm","Tropical cyclone","--","Bilis","Philippines","PHL","South-Eastern Asia","Asia","Northern Luzon",,"Flood","Landslide / Mudslide",,120,"Kph","24.00","112.11",,,2006,7,11,2006,7,17,37,0,51680,0,51680,3000,0,0
2006,388,"Natural","Meteorological","Storm","Tropical cyclone","--","Kaemi","Philippines","PHL","South-Eastern Asia","Asia","Central Luzon provinces",,"Heavy Rain",,,,"Kph","26.39","117.39",,,2006,7,24,2006,7,28,4,0,200355,0,200355,471,0,0
2006,410,"Natural","Meteorological","Storm","Tropical cyclone","--","Prapiroon","Philippines","PHL","South-Eastern Asia","Asia","Quirino region, Northern Luzon",,,,,,,"21.11","110.11",,,2006,8,2,2006,8,6,6,0,15000,0,15000,135000,0,0
2006,415,"Natural","Meteorological","Storm","Tropical cyclone","--","Henry","Philippines","PHL","South-Eastern Asia","Asia","Tarlac, Zambales, Nueva Ecija",,"Heavy Rain",,,,"Kph","15.86","120.74",,,2006,6,30,2006,8,2,8,0,476027,0,476027,645,0,0
2006,439,"Natural","Hydrological","Mass movement wet","Avalanche","--",,"Philippines","PHL","South-Eastern Asia","Asia","Between Kapatogan and Pagadian (Mindanao)","Heavy rains",,,,,,,,,,2006,8,13,2006,8,13,6,0,1200,0,1200,0,0,0
2006,448,"Natural","Hydrological","Flood","--","--",,"Philippines","PHL","South-Eastern Asia","Asia","Mindano Island",,"Landslide / Mudslide",,,,,,,,,2006,8,"--",2006,8,"--",26,0,15000,0,15000,0,0,0
2006,450,"Natural","Geophysical","Volcano","Volcanic eruption","--","Mount Mayon","Philippines","PHL","South-Eastern Asia","Asia","Albay province",,,,120,,,,,,,2006,8,13,2006,8,13,0,0,43849,0,43849,0,0,0
2006,517,"Natural","Meteorological","Storm","Tropical cyclone","--","Xangsane (Milenyo)","Philippines","PHL","South-Eastern Asia","Asia","Luzon, Manilla, Panay Isl.",,"Flood","Landslide / Mudslide",,160,,"16.68","107.21",,,2006,9,27,2006,10,6,228,406,3842000,0,3842406,113000,0,0
2006,563,"Natural","Hydrological","Flood","General flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Pasonanca, Tugbungan, Tumaga, Putik, Guiwan, Baliwasan, San JOse Gusu, Tetuan","Heavy rains",,,,,,,,,,2006,10,4,2006,10,8,3,0,4250,0,4250,399,0,0
2006,600,"Natural","Meteorological","Storm","Tropical cyclone","--","Cimaron (Paeng)","Philippines","PHL","South-Eastern Asia","Asia","Quirino, Isabela, Neuva Vizcaya, Benguet, Kalinga, Aurora, La Union, Cagayan (Luzon Isl.)",,"Flood","Landslide / Mudslide",,230,"Kph","17.02","121.82",,,2006,10,30,2006,11,1,34,58,282963,0,283021,9077,0,0
2006,605,"Natural","Hydrological","Flood","General flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Davao del Norte (Mindanao Island)","Heavy rain","Broken Dam / Burst Bank",,,3680,"Km2","7.61","125.83",,,2006,10,21,2006,10,27,2,0,40000,0,40000,763,0,0
2006,610,"Natural","Meteorological","Storm","Tropical cyclone","--","Queenie (Chebi)","Philippines","PHL","South-Eastern Asia","Asia","Isabela, Auroa, Nueva Ecija (Luzon Island)",,"Landslide / Mudslide",,,130,"Kph",,,,,2006,11,13,2006,11,13,6,10,21250,0,21260,0,0,0
2006,648,"Natural","Meteorological","Storm","Tropical cyclone","--","Durian (Reming)","Philippines","PHL","South-Eastern Asia","Asia","Daraga town, Bicol region (Albay province), Catanduanes, Camarines, Sorgoson, Mindoro, Marinduque, Batangas, Laguna",,"Landslide / Mudslide","Flood",14414,195,"Kph","10.33","106.74",,,2006,11,30,2006,12,8,1399,2143,2560374,0,2562517,66400,0,0
2006,667,"Natural","Meteorological","Storm","Tropical cyclone","--","Utor (Seniang)","Philippines","PHL","South-Eastern Asia","Asia","Regions IV-B, V, VI, VII, VIII",,,,,150,"Kph",,,,,2006,12,11,2006,12,11,42,42,327500,0,327542,0,0,0
2006,702,"Natural","Hydrological","Flood","General flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Mondragon, Catarman, Pambujan, San Roque, Catubig, Silvino Lobos (Northern Samar), Sta. Josefa, Agusan del Sur (CARAGA), Tago (Surigao del Sur), Kapalong (Dvao del Norte (Region XI) - Visayas and Mindanao","Incessant rains","Landslide / Mudslide",,,1410,"Km2","12.44","124.77",,"Catarman, Lawugan, Subangdaku",2006,12,27,2006,12,29,0,0,415618,0,415618,3395,0,0
2007,22,"Natural","Hydrological","Flood","General flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Agusan del Norte, Agusan del Sur, Davao del Norte, Davao del Sur (Mindanao Isl.) - Visayas","Heavy rains","Landslide / Mudslide",,,44620,"Km2","7.71","125.22",,"Agusan, Camboayon, Baubo",2007,1,10,2007,1,24,9,0,24508,0,24508,4080,0,0
2007,346,"Natural","Meteorological","Storm","Tropical cyclone","--","Chedeng and Dodong","Philippines","PHL","South-Eastern Asia","Asia","Metro Manilla, Luzon provinces",,"Flood","Landslide / Mudslide",,,,,,,,2007,8,8,2007,8,13,7,7,921455,0,921462,492,0,0
2007,380,"Natural","Meteorological","Storm","Tropical cyclone","--","Sepat","Philippines","PHL","South-Eastern Asia","Asia","Central Luzon, Southern Luzon provinces, and the Bicol region","Heavy rain","Flood",,,,,"27.00","119.91",,,2007,8,17,2007,8,24,3,0,380000,0,380000,492,0,0
2007,457,"Natural","Meteorological","Storm","Tropical cyclone","--","Wipha/Goring","Philippines","PHL","South-Eastern Asia","Asia","Negros Occidental ",,"Flood",,,,"Kph","38.57","125.83",,,2007,9,17,2007,9,25,2,0,30000,0,30000,0,0,0
2007,463,"Natural","Meteorological","Storm","Tropical cyclone","--","Lekima","Philippines","PHL","South-Eastern Asia","Asia","Ifugao, Kalinga provinces",,"Flood","Landslide / Mudslide",,,"Kph","17.07","106.90",,,2007,9,29,2007,10,12,8,0,2000,0,2000,0,0,0
2007,525,"Natural","Hydrological","Flood","General flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Bicol (Southern Luzon)","Heavy rain","Landslide / Mudslide",,,4600,,"13.36","123.38",,"Nagar",2007,10,27,2007,11,1,20,0,0,0,0,0,0,0
2007,553,"Natural","Hydrological","Flood","Storm surge/coastal flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Central Visayans and Northern Mindano regions","Tropical storm Lando","Landslide / Mudslide",,,11140,"Km2","124.83","124.83",,"Tubod and mandulog rivers",2007,11,18,2007,11,21,11,0,16463,0,16463,2520,0,0
2007,560,"Natural","Meteorological","Storm","Tropical cyclone","--","Kabayan (Peipah)","Philippines","PHL","South-Eastern Asia","Asia","Isabela, Cagayan (Luzon)","Tropical storm Peipah",,,,25810,"Km2","17.57","121.76",,"Cagayan river and tributaries",2007,11,4,2007,11,6,8,0,33884,0,33884,2971,0,0
2007,576,"Natural","Meteorological","Storm","Tropical cyclone","--","Mitag (Mina) (23)","Philippines","PHL","South-Eastern Asia","Asia","Isabela (Luzon Isl.), Camarines Sur, Camarines Norte provinces",,"Flood","Landslide / Mudslide",,170,"Kph","17.08","122.01",,,2007,11,25,2007,12,2,29,6,443109,0,443115,5000,0,0
2007,577,"Natural","Hydrological","Flood","Storm surge/coastal flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Zamboanga, Mosamis Oriental (Jolo Isl.)",,,,,,,,,,,2007,11,28,2007,11,28,0,0,33571,0,33571,0,0,0
2007,578,"Natural","Meteorological","Storm","Tropical cyclone","--","Hagibis (Lando) (24)","Philippines","PHL","South-Eastern Asia","Asia","Central Visayans and Northern Mindanao regions",,"Flood","Landslide / Mudslide",,129,"Kph","124.83","124.83",,,2007,11,18,2007,11,23,20,11,35322,0,35333,1000,0,0
2007,665,"Natural","Hydrological","Flood","General flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Naujan, Victoria (Oriental Mindoro)","Continuous rain",,,,,"Km2",,,,,2007,12,1,2007,12,4,0,0,12205,0,12205,0,0,0
2007,667,"Natural","Meteorological","Storm","Tropical cyclone","--","Hanna","Philippines","PHL","South-Eastern Asia","Asia","Upper Pitawan, Hingyon, Ifugao, Bagong Silangan, Payatas, Quezon city, Lun Pididu, Malapatan, Sarangani, Hinigaran, Isabela, Ilog, Vallolodid, Pontevedra, NegrosOccidental (Regions V, X, XII, CAR, NCR)",,"Flood","Landslide / Mudslide",,,,,,,,2007,9,29,2007,9,30,11,0,12515,0,12515,260,0,0
2007,668,"Natural","Meteorological","Storm","Tropical cyclone","--","Goring","Philippines","PHL","South-Eastern Asia","Asia","Western section Luzon, Visayas, Mindanao regions",,"Flood",,,,,,,,,2007,9,18,2007,9,18,1,0,64000,0,64000,0,0,0
2007,669,"Natural","Geophysical","Volcano","Volcanic eruption","--","Mount Bulusan","Philippines","PHL","South-Eastern Asia","Asia","Irosin (Sorsogon province)",,,,,,,,,,,2007,7,31,2007,7,31,0,0,14036,0,14036,0,0,0
2007,9347,"Natural","Climatological","Drought","Drought","--",,"Philippines","PHL","South-Eastern Asia","Asia","La Union, Isabela, Pangasinan, Ilocos Sur, Nueva Vizcaya, Quirino",,,,,,,,,,,2007,8,"--",2007,8,"--",0,0,0,0,0,0,0,0
2008,77,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Naujan, Baco (Oriental Mindoro-Region IV-B), Albay, Camarines Sur, Camarines Norte, Sorgoson, Catanduanes (Region V), Capiz (Region VI), Eastern, Northern and Western Samar provinces, Leye  (Region VIII), Leyte, Misamis Oriental, Lanao del Norte (Region X), Sultan Kudarat (REgion xII)","Heavy rains","Landslide / Mudslide",,38,21800,"Km2","11.64","125.22",,"Samar, Bicol",2008,2,12,2008,3,12,63,37,875306,0,875343,30733,0,0
2008,155,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon \'Neoguri\' (Ambo)","Philippines","PHL","South-Eastern Asia","Asia","Mindanao Island",,,,,175,"Kph",,,,,2008,4,13,2008,4,13,1,0,0,0,0,16000,0,0
2008,197,"Natural","Meteorological","Storm","Tropical cyclone","--","Halong (Cosme)","Philippines","PHL","South-Eastern Asia","Asia","Botoloan, Pangasinan, Zambales and La Union provinces ",,"Landslide / Mudslide","Flood",,95,"Kph",,,,,2008,5,18,2008,5,18,64,33,1496635,0,1496668,99174,0,0
2008,249,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon Fengshen (Franck)","Philippines","PHL","South-Eastern Asia","Asia","Aklan, Cebu, Cotabato, General Santos, Iloilo, Leyte, Marinduque, Masbate, Mindoro Oriental, Ormoc, Romblon, Eastern and Western Samar Island, Iloilo, Antique, Capiz, Negros Occidental ",,"Flood","Landslide / Mudslide",4636,170,"Kph","13.16","122.6",,,2008,6,21,2008,6,23,644,826,4784634,0,4785460,284694,0,45000
2008,292,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical Storm \'Fung-Wong\' (Igme)","Philippines","PHL","South-Eastern Asia","Asia","Piddig, Pasuquin - Metro Manilla (Northern Luzon), Ilocos Norte, Ilocos Sur, Abra",,"Flood",,,,,,,,,2008,7,28,2008,7,29,10,2,22079,0,22081,40,0,0
2008,329,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical storm \'Kammuri\' (Julian)","Philippines","PHL","South-Eastern Asia","Asia","Quezon city (NCR), CAR, Region I, Region III",,"Flood",,,,,,,,,2008,8,4,2008,8,4,2,0,4498,0,4498,0,0,0
2008,347,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Bansalan (Davao del Sur)",,,,,,"Km2",,,,,2008,6,6,2008,6,6,1,0,1000,0,1000,0,0,0
2008,369,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical storm \'Nuri\' (Karen)","Philippines","PHL","South-Eastern Asia","Asia","Ilocos, Cagayan, Cordillera regions (La Union, Cagayan, Benguet provinces)",,,,,150,"Kph",,,,,2008,8,22,2008,8,22,38,13,429450,0,429463,33870,0,0
2008,393,"Natural","Hydrological","Mass Movement Wet","Landslide","--",,"Philippines","PHL","South-Eastern Asia","Asia","Maco town (Compostelle Valley)","Heavy rains",,,,,,,,,,2008,9,6,2008,9,6,24,28,5000,0,5028,0,0,0
2008,426,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon \'Hagupit\' (Nina)","Philippines","PHL","South-Eastern Asia","Asia","Itogon, Central region",,"Landslide / Mudslide",,,,,,,,,2008,9,22,2008,9,22,37,17,41630,4485,46132,7420,0,0
2008,540,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical Storm \'Maysak\' (Quinta-Sony)","Philippines","PHL","South-Eastern Asia","Asia","Pro, Tudela, Pilar and San Francisco (Camotes Island), Madridejos, Bantayan and Sta. Fe (Bantayan Island), Catmon, Medellin, San Remegio, Tuburan, Carmen, Tabuelan, Tabogon, Borbon, Sogod (Cebu province), Concepcion , Iloilo, Surigao Norte, Pililia Rozal, Carles, Batad - Southern Tagalog (IV), Bicol (V), Western Visayas (VI), Central Visayas (VII), Eastern Visayas (VIII)",,"Flood",,,,,,,,,2008,11,6,2008,11,11,19,14,300,160,474,0,0,0
2008,545,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Alcala, Amulung, Enrile, Gattaran, Iguig, Lasam, Claveria, Peñablanca, Solana, Tuguegarao city, Tuao, Camalaniugan, Lallo, Baggao (Cagayan province), Cauayan city, Quezon, Cabagan, Delfin Albano, Ilagan, Mallig, Tumauni, San Pablo, Sta. Maria, Sto.Thomas (Isabela province), Casiguran, Dinalungan, Dilasag (Aurora), Rizal, Lubuagan (Kalinga) - Northern Luzon Island","Heavy rain (Tail-end of a cold front)",,,,21770,"Km2","17.95","147.03",,,2008,11,21,2008,11,24,10,0,239763,0,239763,4088,0,0
2008,571,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Souther Luzon","Heavy rains",,,,24110,"Km2","17.2","121.8",,,2008,12,1,2008,12,4,29,0,0,50000,50000,0,0,0
2008,608,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Nueva Ecija, Tariac, Pampanga, Bulacan","Tropical Depression Julian",,,,,,,,,,2008,8,8,2008,8,8,0,0,39530,0,39530,0,0,0
2008,609,"Natural","Meteorological","Storm","Tropical cyclone","--","TYphoon \'Rammasun\' (Butchoy)","Philippines","PHL","South-Eastern Asia","Asia","Lambayong, Esperanza (Sultan Kudarat)",,"Flood",,,,,,,,,2008,5,13,2008,5,13,1,40,8350,0,8390,280,0,0
2008,611,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Asucion (Davao del Norte province), Initao, Gitagum (Oriental province)",,,,,,,,,,,2008,1,18,2008,1,18,0,0,29184,0,29184,446,0,0
2008,620,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Manay (Davao Oriental), B.E. Dujali (Davaao del Norte)","Heavy rains",,,,,,,,,,2008,6,17,2008,6,17,7,1,2390,0,2391,173,0,0
2008,621,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon \'Helen\'","Philippines","PHL","South-Eastern Asia","Asia","Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud (Ilicos Norte), Luna (La Union), Sta.Terisita (Cagayan)",,"Flood",,,,,,,,,2008,7,18,2008,7,18,2,1,31129,0,31130,147,0,0
2008,622,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Cotabato, Shariff Kabunsuan, Maguindanao",,,,,,"Km2",,,,,2008,9,4,2008,9,13,6,3,365675,0,365678,4137,0,0
2008,623,"Natural","Meteorological","Storm","Tropical cyclone","--","TRopical storm \'Higos\' (Pablo)","Philippines","PHL","South-Eastern Asia","Asia","Nueva Ecija, Pampanga, Candaba",,,,,,,,,,,2008,9,29,2008,9,29,1,0,27683,0,27683,0,0,0
2009,23,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Aringay (La Union), Brroke\'s Point, Bataraza, Balabac (Palawan), Labo (Camarines Norte), Bagamanoc, Baras, Bato, Caramoran, Gigmoto, Pandan, Panganiban, San Andres, San Miguel, Viga, Virac (Catanduanes), Pontevedra, Panitan, Sigma, Dao, Cuartero (Capiz), Amlan (Negros Oriental), Bobon, Catarman, Lavesares, Lope de Vega, Mondragon, Palapag, San Roque (Northern Samar), Cayagan de Oro city (Misamis Orirental); Caraga, Visayas, Mindanao Isl.",,"Landslide / Mudslide","--",,,"Km2",,,,,2009,1,2,2009,1,15,33,15,537976,0,537991,6354,0,0
2009,26,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Malibago, Gumamela, Anahaw, Bagacay, Santa Cruz baranguays (Labo, Camarines Norte)","Continuous rains",,,,,"Km2",,,,"Labo, Busigon rivers",2009,1,9,2009,1,9,0,0,1300,0,1300,0,0,0
2009,27,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Poblacion, Mago-ong, Samburon baranguays (Linamon, Labao del Norte province)","Heavy rains",,,,,,,,,,2009,1,8,2009,1,8,0,0,1345,0,1345,0,0,0
2009,165,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon  \'Emong\' (Chanom)","Philippines","PHL","South-Eastern Asia","Asia","Aringay, Agoo, Bacnotan, Bagulin, Bauang, Burgos, Caba, Naguillian Pugo, Rosario, San Gabriel, San Juan, Sto Thomas, Tubao, San Fernando city (La Union province); Anda, Agno, Bani, Bolinao, Dasol, Infanta, Lingayan, Mabini, Sta Barbara, Sual, Alaminos city, Dagupan city (Pangasinan province); Ambaguio, Bagabag, Bambang, Bayombong, Dupax del Sur, Solano, Sta Fe (Nueva Vizcaya province); Aurora, Cabaruan, Cordon, Delfin Albano, Ilagan, Luna, Quirino, Ramon, Reina Mercedes, Cauayan city, Santiago city (Isabela province); Cabarroguis, Saguiday (Quirino province), Rizal (Cagayan province); Sta Cruz, Olongapo city (Zambales province); Guagua (Pampanga province); Kiangan, Asipulo, Lamut, Lagawe, Hingyon, Hungduan, Tinoc, Aguinaldo, Alfonso Lista (Ifugao province); Pinukpuk, Lubuagan (Kalinga province); Baguio city (Benguet province)",,"Landslide / Mudslide","Flood",,139,"Kph",,,,,2009,5,7,2009,5,10,77,53,400954,0,401007,30342,0,0
2009,174,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhhon \'Dante\' (Kujira)","Philippines","PHL","South-Eastern Asia","Asia","Albay, Camarines Norte, Camarines Sur, Catanduanes, Sorsogon, Masbate provinces",,"Flood","Landslide / Mudslide",,148,"Kph",,,,,2009,4,29,2009,5,5,29,8,383457,0,383465,25810,0,0
2009,192,"Natural","Hydrological","Mass Movement Wet","Landslide","--",,"Philippines","PHL","South-Eastern Asia","Asia","Magapispis, Sitio Boringot, Brgy Napnapan, Sitio Gumayan, Brgy Kingking (Pantukan, Compostela Valley province)","Heavy rains",,,,,,,,,,2009,5,18,2009,5,18,10,16,0,0,16,0,0,0
2009,193,"Natural","Meteorological","Storm","Local storm","Tornado",,"Philippines","PHL","South-Eastern Asia","Asia","Brgy Damatog (North Kabuntalan, Maguindanao)",,,,,,,,,,,2009,5,15,2009,5,15,0,0,0,100,100,5,0,0
2009,194,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Brhys Bulalo, Salimbao, Calsada, Banigo, Katuli, Lower Limbao, Maluag (Sultan Kudarat, Maguindanao)","Heavy rains",,,,,,,,,,2009,5,18,2009,5,18,0,0,34325,0,34325,0,0,0
2009,195,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Brgys Manayahay, Pugaan, Tambacan, Umbado Laya, Pala-o, Tipanoy, Tubod barangays (Iligan city, Lanao del Norte)",,,,,,"Km2",,,,,2009,5,18,2009,5,18,0,0,715,0,715,0,0,0
2009,239,"Natural","Meteorological","Storm","Tropical cyclone","--","Topical Storm \'Feria\' (Nangka)","Philippines","PHL","South-Eastern Asia","Asia","Metro Manila (NCR), Pampanga (Region III), Batangas, Cavite, Quezon (Region IV-A), Romblon, Oriental Mindoro, Occidental Mindoro, Marinduque (Region IV-B), Albay, Camarines Sur, Masbate (Region V), Antique (Region VI), Cebu (Region VII), Leyte, Biliran, Western, Eastern and Northern Samar (Region VIII)",,"Landslide / Mudslide","Surge",,83,"Kph",,,,,2009,7,23,2009,7,26,16,5,110400,0,110405,4281,0,0
2009,265,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical Storm \'Isang\' (Molave)","Philippines","PHL","South-Eastern Asia","Asia","Dingras, Nueva Era, Paoay, Batac, Adams, Pinili, Piddig, San Nicolas, Banna, Marcos, Solsona, Sarrat, Pasuqion (Ilocos Norte municipality, Region I); Naic, Kawit, Noveleta, Bacoor, Cavite city (Cabite municipality), San Mateo, Rodriguez (Rizal municipality) (Region IV-A); Passig, Las Pinas, Marikina, Quezon, Taguig cities (Metro Manila muncipality, NCR Region)",,,,,,"Kph",,,,,2009,7,18,2009,7,18,5,1,248057,0,248058,0,0,0
2009,267,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Valencia city (Bukidnon)","Heavy rains",,,,,,,,,,2009,7,17,2009,7,17,0,0,920,0,920,0,0,0
